ID,Name,Code,Strahler,Length_m,Width_m,BedElev_m,BankElev_m,FlowDir,FromNode,ToNode,XSType,Material,Basin,IrrigSys,Location,Province,District,Ward,Manager,YearBuilt,YearUpdate,Status,Notes,RouteShape
888,song Sai Gon,LA08,2,79941.7036,,,,,RN888_start,RN888_end,,,,,,,,,,,,,,"{""type"": ""LineString"", ""coordinates"": [[106.5308586455398, 11.092418597061165], [106.52895314411893, 11.092322636557956], [106.52688313897829, 11.091458992029072], [106.52394948930875, 11.089608325181464], [106.522093278777, 11.09056779042], [106.520659414913, 11.092404888417848], [106.51964497530764, 11.094406350341927], [106.51738304916059, 11.097586755591147], [106.51686212071459, 11.098738281629657], [106.51628635769534, 11.100630074407212], [106.51687925651872, 11.10137719546791], [106.51732821458732, 11.101932395522192], [106.5176023874536, 11.102014647382086], [106.521531374727, 11.103108383998], [106.52399061523872, 11.103632267293326], [106.52617028952591, 11.10540068228104], [106.52680088711841, 11.108868969039886], [106.52766795880802, 11.114022562136352], [106.52780161808046, 11.114804811595544], [106.52692426490826, 11.117669918048506], [106.52699280812483, 11.11987700962232], [106.52680088711841, 11.121165622093987], [106.52484862882201, 11.12182569365777], [106.52312517768875, 11.121922350476046], [106.521491679558, 11.121997288155], [106.518787906604, 11.123395314599], [106.51561638284, 11.126076865264], [106.513807653563, 11.12886346154], [106.512702574976, 11.13217035266], [106.511431557529, 11.135620224227], [106.509824032614, 11.137655211284], [106.508794795648, 11.138930288706], [106.50764991240652, 11.141913653752162], [106.50671772466106, 11.142037031542003], [106.5031504786332, 11.140668737581093], [106.50163181799095, 11.14007669554787], [106.501090172479, 11.140345441073], [106.499842275442, 11.140934534692], [106.49904490482982, 11.141630747863754], [106.49375266041604, 11.143548639881717], [106.49260681834308, 11.14383029344576], [106.49067261445029, 11.14431609349325], [106.49013542721252, 11.144439533210754], [106.488383220097, 11.144402130147], [106.484329486577, 11.143047755585], [106.480071283698, 11.142270024207], [106.478852811418, 11.142298435167], [106.476365276386, 11.142702745713], [106.474953790583, 11.142909830543], [106.4727597015877, 11.143082315594844], [106.4716801459266, 11.143894552711297], [106.47033327172088, 11.144940693554327], [106.46910977530494, 11.146472634444848], [106.46751614551951, 11.147439093798598], [106.467432091173, 11.148275275759], [106.469327826862, 11.150447051282], [106.47125346440343, 11.153646538849953], [106.46993743464513, 11.155425235320157], [106.46793072974216, 11.156371092087776], [106.46596878240526, 11.157625472572315], [106.46434430817233, 11.15955839127982], [106.46331615992365, 11.159856554271935], [106.46211322647271, 11.1594967023849]]}"
